train_loss,train_acc,valid_loss,valid_acc
0.014720449109383563,0.8904742765273312,0.009598781086424424,0.97265625
0.008504360959801222,0.940112540192926,0.006429302806736814,0.9765625
0.008221239942959892,0.944935691318328,0.029415473724645702,0.91796875
0.007786983552072214,0.9519694533762058,0.010173572423525457,0.97265625
0.007114556496775581,0.9557877813504824,0.005096741410397954,0.9765625
0.0066325389671959105,0.9594051446945338,0.005281930467560869,0.98046875
0.006956183257348949,0.9588022508038585,0.00435940003376345,0.98828125
0.006012611881347456,0.9616157556270096,0.0033505492381777913,0.984375
0.0067088725349989465,0.9602090032154341,0.003567176881915657,0.984375
0.004616552502883828,0.969855305466238,0.005915458241616989,0.9765625
0.005991146898514058,0.9652331189710611,0.015395320700912762,0.97265625
0.0068614100339269134,0.9614147909967846,0.002911538828072935,0.984375
0.005357018282156561,0.9712620578778135,0.0056718094715506595,0.96875
0.0050466208912572155,0.9682475884244373,0.002817633151757093,0.98828125
0.005545780934190275,0.9696543408360129,0.00272808750474951,0.984375
0.005318866504135485,0.969855305466238,0.0034778901936647344,0.98046875
0.005612556475649511,0.9712620578778135,0.003881393760693186,0.9765625
0.005188634170223572,0.9720659163987139,0.004983152429285043,0.9921875
0.005152657727149758,0.9728697749196141,0.013531311020112902,0.96484375
0.004868614270914158,0.972467845659164,0.0027884385766299147,0.98046875
0.004718038041072726,0.9732717041800643,0.0028228249341957223,0.98828125
0.006098304921382532,0.9692524115755627,0.005211965150859754,0.98828125
0.004482556643746216,0.9732717041800643,0.002665117192869104,0.98828125
0.004511462984215954,0.9722668810289389,0.003388188248464985,0.984375
0.003429585743203062,0.980104501607717,0.002419695619181539,0.9921875
0.0044288286835899955,0.9746784565916399,0.007683115331378332,0.97265625
0.004526614906678654,0.9764871382636656,0.0023764864214115278,0.9921875
0.004102894057990243,0.9809083601286174,0.0032663728830086836,0.9921875
0.004023166186590235,0.9776929260450161,0.005083416502728255,0.98046875
0.004729404559598166,0.9788987138263665,0.0024763611377895955,0.9921875
0.003488315952449621,0.9782958199356914,0.00209189072664806,0.9921875
0.005624779198323336,0.97508038585209,0.001706802755516712,0.9921875
0.0032087357539352943,0.9807073954983923,0.002025065691375616,0.98828125
0.004813319332974457,0.9795016077170418,0.0027257183061795143,0.9921875
0.0037796853684018963,0.9795016077170418,0.00462226398600496,0.99609375
0.0028380190915515946,0.9809083601286174,0.0017645107169683705,0.9921875
0.0039826998334207215,0.9793006430868167,0.003795686978808277,0.98046875
0.003973632529085144,0.9807073954983923,0.012482158872116456,0.96875
0.006021086355378354,0.9764871382636656,0.002609459655877444,0.9921875
0.004693693374873901,0.9758842443729904,0.006012365062159852,0.9921875
0.003702826995165585,0.9805064308681672,0.0033977181413078483,0.98046875
0.0032534411834762,0.9817122186495176,0.004797871001295584,0.9921875
0.0038157656059653595,0.9821141479099679,0.0017057355774527938,1.0
0.002921020086170132,0.982516077170418,0.0015974073706619407,0.99609375
0.0034412991152722016,0.9827170418006431,0.001872915666344177,0.98046875
0.0034630399219745945,0.9811093247588425,0.0023473612577289416,0.984375
0.004708172160385816,0.980104501607717,0.002452276581683288,0.9921875
0.0033133607588976713,0.9829180064308681,0.002248091092044713,1.0
0.003042319845831332,0.9837218649517685,0.0010450615833024202,0.9921875
0.0035198404241006975,0.9833199356913184,0.0029281574914976627,0.99609375
