train_loss,train_acc,valid_loss,valid_acc
0.04879375065439752,0.8111580014228821,0.031527556315995756,0.8999999761581421
0.04266046290375161,0.8776840567588806,0.026053535705432295,0.8999999761581421
0.012477488360550551,0.8985812664031982,0.01717456174083054,0.949999988079071
0.011530179591067214,0.9100843667984009,0.018155655404552818,0.949999988079071
0.010120660858835876,0.922737717628479,0.016967791714705527,0.8999999761581421
0.009721226454435697,0.9265720844268799,0.011675009071768726,0.949999988079071
0.024267481564967486,0.9244632124900818,0.010734484333079308,0.949999988079071
0.033409223724492294,0.9317484498023987,0.015403245705238077,0.949999988079071
0.10607067525817654,0.9135352969169617,0.0087113804416731,0.949999988079071
0.022401898810571457,0.9342408180236816,0.012154966016532853,0.949999988079071
0.01272615211249444,0.9424846768379211,0.01371954178703163,0.949999988079071
0.012099058862238884,0.9384585618972778,0.013696911837905645,0.949999988079071
0.007582153634394878,0.9444018602371216,0.010740630634245463,0.949999988079071
0.008568817509822557,0.9384585618972778,0.021946478309109806,0.8999999761581421
0.007547688878161565,0.9436349868774414,0.018559053508715805,0.949999988079071
0.007334559336073441,0.943443238735199,0.008550170283706393,1.0
0.007028286819160958,0.9491947889328003,0.00968068843940273,0.949999988079071
0.007093494812702347,0.9430598020553589,0.008427217244388885,0.949999988079071
0.014029651666170345,0.9509202241897583,0.008302938877022825,0.949999988079071
0.019737161160443356,0.9490030407905579,0.006269794027321041,0.949999988079071
0.006783645565106792,0.946319043636322,0.028533902923936694,0.8999999761581421
0.0063023996530095095,0.949386477470398,0.00917936031910358,0.949999988079071
0.006458466673346132,0.9513036608695984,0.01366082956083119,0.8999999761581421
0.19894691421405067,0.9085506200790405,0.00713279875490116,0.949999988079071
0.015594679205332238,0.9516870975494385,0.006631616598861001,0.949999988079071
0.005840643112205559,0.9541794657707214,0.00673489636319573,1.0
0.01879046731857358,0.9557132124900818,0.010326298035033687,1.0
0.005983561515105216,0.9572469592094421,0.007492766890209168,0.949999988079071
0.005447990926793594,0.956863522529602,0.0051930457513662985,0.949999988079071
0.00590963865959376,0.9536042809486389,0.006012857308996899,1.0
0.005691562719087197,0.9574386477470398,0.007223624762127656,1.0
0.00711097470519603,0.956863522529602,0.0040177750299335456,1.0
0.009357403687455954,0.956480085849762,0.020727419300271777,0.949999988079071
0.005184198728271061,0.9608895778656006,0.004217439347848994,1.0
0.005580293220429215,0.9610812664031982,0.007190415989680332,1.0
0.004823980531163623,0.962806761264801,0.011774366193782271,1.0
0.005694624508289521,0.959930956363678,0.009850711752028474,1.0
0.02244472075219591,0.9578220844268799,0.00762542967064519,1.0
0.005658509985888201,0.9614647030830383,0.005229064234663383,0.949999988079071
0.005282826600083658,0.9672162532806396,0.004140187217490166,0.949999988079071
0.004969537975929223,0.9672162532806396,0.004514576700603357,1.0
0.034679221107617085,0.9635736346244812,0.01731095385746926,0.8999999761581421
0.008473944896764942,0.9664493799209595,0.005249848053790629,0.949999988079071
0.006236496253853376,0.9624233245849609,0.003037226320884656,1.0
0.005574518290885154,0.9675996899604797,0.01077811706398677,1.0
0.006251673026729336,0.9674080014228821,0.0036133979275973617,1.0
0.004323879504075032,0.9668328166007996,0.02064689400701809,0.949999988079071
0.004235974385046467,0.9685583114624023,0.009851817610160652,1.0
0.004406368122072364,0.9677914381027222,0.007237773841939088,1.0
0.005249902405079762,0.967024564743042,0.008645399068404913,1.0
